
*********************************************************************************
program_crabs.py
Directory /Users/brocktubre/Desktop/School/CSC475/NeuralNetwork_Crabs/Assignment2
Created by Brock Tubre on 10/24/14 -- CSC475

Using the crab’s dataset, build a classifier that can identify the sex of a crab from its physical measurements.
Five physical measurements of a crab considered are: frontal lobe size (FLB), rear width (RW), length (CL), width (CW), and depth (BD).
This program uses a Batch Gradient Descnes Algorithm
Compile & run $: python3 program_crabs2.py
Output is in .csv run$: python3 program_crabs2.py > output.csv
This will output a .csv to the cwd with the columns deltaFLB, deltaRW, deltaCL, deltaCW, deltaDB, deltaERROR
-2.9184300375656447e-12,-2.1726093146767766e-12,-5.950354358547072e-12,-6.6961748645955055e-12,-2.772508351372993e-12,0.718009826844287
-1.6848631864685437e-12,-1.5377716461317803e-12,-3.342982574788822e-12,-3.757511662927371e-12,-1.5377718629722148e-12,0.6099003148938795
-2.611086043560751e-12,-1.923957521077213e-12,-5.344328278533705e-12,-5.9398388985165695e-12,-2.3973128170096114e-12,0.6770451869650773
-1.8055192757548966e-12,-1.5375131723338598e-12,-3.8649396183476625e-12,-4.44327040438619e-12,-1.5516179920765927e-12,0.6507174188880271
-3.3138767337875796e-12,-2.8151873193715815e-12,-6.676013908357703e-12,-7.432093135362194e-12,-3.0886619217102007e-12,0.7085983468636831
-2.533373901283942e-12,-2.188454278906349e-12,-5.209473043915613e-12,-5.7565861799613316e-12,-2.3787547452636115e-12,0.7170866713763916
-2.6385679665480444e-12,-2.0830802360816136e-12,-5.037266177093658e-12,-5.643253225828815e-12,-2.2093273391310397e-12,0.6468453323510794
-1.502335148645395e-12,-1.1908755231937462e-12,-3.2703271514444854e-12,-3.829122782739169e-12,-1.3924081072175243e-12,0.6502511146410226
-1.249567506758642e-12,-9.80264480698878e-13,-2.6391727345198568e-12,-3.059285463846706e-12,-1.1203019848610163e-12,0.6658617246659327
-2.4042027049753223e-12,-1.6806070424202346e-12,-4.995139284841299e-12,-5.4269626986735986e-12,-2.28749376211812e-12,0.7229020967189368
-1.7385147141335544e-12,-1.4056082686675353e-12,-3.3105757718532303e-12,-3.745203799865315e-12,-1.535071332200988e-12,0.6538080110485791
-9.75374945741403e-13,-8.579682103659891e-13,-2.032031227311437e-12,-2.375218077776964e-12,-8.218436781809446e-13,0.6230281896555961
-1.1276474545796056e-12,-9.919114141165863e-13,-2.3492657472146128e-12,-2.74603083327829e-12,-9.501475127515757e-13,0.6400069786386183
-1.2979109974275982e-12,-1.103225150123066e-12,-2.503114035490306e-12,-2.911029056695824e-12,-1.1681198543167515e-12,0.6259686991053062
-2.2779111496368243e-12,-1.5933573904725051e-12,-4.9099019121257026e-12,-5.594455454449587e-12,-2.1008713432107973e-12,0.6538080110485791
-1.0410741279470725e-12,-8.328598227747008e-13,-2.0071912881780563e-12,-2.248720307185259e-12,-9.078167904907897e-13,0.7160709192203343
-9.97503512081832e-13,-9.226907432546838e-13,-2.1113822495921752e-12,-2.427258047332792e-12,-9.143781651982374e-13,0.7249022676138674
-1.045605225666324e-12,-8.349796548623445e-13,-2.196523345154855e-12,-2.5049389645870335e-12,-9.102031194724303e-13,0.6506198171416688
-1.1735879195534649e-12,-9.764966613090564e-13,-2.5353083348000904e-12,-2.9026139131138606e-12,-1.0033729489627996e-12,0.6293842825257236
-1.2525434248816802e-12,-9.97091298415853e-13,-2.6616547507685162e-12,-3.0242336412911186e-12,-1.120696634451801e-12,0.7187823528691311
-1.2611370281412349e-12,-1.0924490478902982e-12,-2.4901430743795583e-12,-2.7953871856167822e-12,-1.1085154062034919e-12,0.6956631114690687
-1.2957753359882362e-12,-1.122454559854269e-12,-2.558537149505158e-12,-2.8721643119400397e-12,-1.1389617547707953e-12,0.718009826844287
-1.9519310213295116e-12,-1.6861755047781202e-12,-4.013829633248145e-12,-4.435373943123544e-12,-1.8327988866168043e-12,0.6800249832768028
-1.0347194021737005e-12,-7.455112915888407e-13,-2.1722680078328782e-12,-2.506463786522417e-12,-9.254632650501637e-13,0.7010591637401362
-1.1053972407554236e-12,-8.051649624807311e-13,-2.2039709467180923e-12,-2.4086739547346525e-12,-1.003045519906709e-12,0.6380121785861926
-1.253266154049859e-12,-9.096282754805785e-13,-2.4863184427958984e-12,-2.7086718284996536e-12,-1.1454582941883285e-12,0.7024275670288594
-1.1655581014236027e-12,-9.524273730798782e-13,-2.2978142825980097e-12,-2.6374909201098973e-12,-1.0390117585745706e-12,0.7136836180800592
-5.561475759086054e-13,-5.252499823971135e-13,-1.1926275939044828e-12,-1.4027268929739378e-12,-4.758151338213334e-13,0.6889583276582157
-1.026972560810857e-12,-8.202865470208209e-13,-2.1960419593902714e-12,-2.512530114517908e-12,-9.171704194732566e-13,0.6507174188880271
-7.22375718270607e-13,-5.779005746164856e-13,-1.3927405236036083e-12,-1.5603317249368587e-12,-6.299117043945257e-13,0.6527053866687449
-7.870587862002232e-13,-6.548806635864324e-13,-1.7002870465743225e-12,-1.946618213843898e-12,-6.729053078635694e-13,0.6602092355725633
-1.0774137658431382e-12,-7.387979117368104e-13,-2.1178874626270883e-12,-2.296430406945049e-12,-9.41967424200607e-13,0.7158304621766691
-5.766043024990619e-13,-4.916778789665344e-13,-1.1979063574418802e-12,-1.381167749614498e-12,-5.095572401525583e-13,0.6971822374068376
-6.242938024175748e-13,-5.012570220008783e-13,-1.2531442897256717e-12,-1.389851775335238e-12,-5.559404932936607e-13,0.7170866713763916
-6.960699378000257e-13,-5.058106711253174e-13,-1.4571061371371208e-12,-1.6891297388577087e-12,-6.125414845487009e-13,0.6871843467679406
-1.1572884577731868e-12,-9.119649480027192e-13,-2.2239137614787907e-12,-2.517236419308233e-12,-1.0452929754406481e-12,0.6757999062015744
-1.1560338190191866e-12,-9.799886596661977e-13,-2.341408317230176e-12,-2.558531511653861e-12,-1.0680109140820404e-12,0.6656569396353785
-6.985976467449584e-13,-5.960058835352555e-13,-1.3727690859055564e-12,-1.5535246700171257e-12,-6.106623453433491e-13,0.6947833457531141
-8.535299203527025e-13,-7.173289739981215e-13,-1.9113621275990145e-12,-2.2246249981039412e-12,-8.08129388060741e-13,0.7010591637401362
-7.13400259005903e-13,-5.435426414512889e-13,-1.5372074273212188e-12,-1.7750072245359405e-12,-6.327180532977872e-13,0.6604692473966817
-3.3901462366536794e-13,-3.017603528165935e-13,-6.892052033247165e-13,-8.046931176952654e-13,-2.8685842763664926e-13,0.6575950723777441
-7.79108331669387e-13,-5.929874646870559e-13,-1.6967247919164041e-12,-1.921801259796574e-12,-7.011975635545786e-13,0.6681664435569488
-8.187962027145224e-13,-6.03525909803615e-13,-1.810577295729976e-12,-2.0988853016712383e-12,-7.688227224994515e-13,0.7191803519067927
-6.295743006784482e-13,-5.448246021000358e-13,-1.2591486013568964e-12,-1.4165422307366171e-12,-5.690383060585891e-13,0.7024275670288594
-6.048802951574839e-13,-4.637418921094039e-13,-1.3065416804014518e-12,-1.4920373964111278e-12,-5.403598575537405e-13,0.7136836180800592
-7.143543569176902e-13,-5.255015173011301e-13,-1.4820800836590209e-12,-1.6216663428769706e-12,-6.650886438808179e-13,0.6157016153646847
-6.291269588620807e-13,-4.937907721602741e-13,-1.3753004811378755e-12,-1.6057363771970756e-12,-5.888919994007091e-13,0.6311793512309093
-6.359277254092133e-13,-5.020480559059237e-13,-1.2140436225771545e-12,-1.3600943288283318e-12,-5.324753225149914e-13,0.6458535996983802
-3.7873849022262984e-13,-3.3315017411439385e-13,-7.890385393671817e-13,-9.22298695749113e-13,-3.191223327259074e-13,0.6871843467679406
-6.907916079434973e-13,-4.733210351437478e-13,-1.38797957502379e-12,-1.5414891585407986e-12,-6.428199986197036e-13,0.6535589814124487
-6.910411912836034e-13,-4.990851482089553e-13,-1.4798054275011463e-12,-1.7066625890294063e-12,-6.386896220234028e-13,0.6502511146410226
-3.9221707479053514e-13,-3.472083731637099e-13,-8.776659954357058e-13,-1.0159061092362975e-12,-3.504234662859984e-13,0.7063037259870846
-3.9617853268836267e-13,-3.1795226174136104e-13,-9.033880414566209e-13,-1.0169417391514557e-12,-3.65897416532146e-13,0.685322435003642
-2.589569184086038e-13,-2.307078139640595e-13,-5.296843692825792e-13,-6.05017771992955e-13,-1.930404620875681e-13,0.6575950723777441
-4.250386934773198e-13,-3.1318697635285275e-13,-9.047606414069875e-13,-1.0439548531193665e-12,-3.7532650598581796e-13,0.722935830308623
-4.579134380705563e-13,-3.7905095728874016e-13,-8.827552404333527e-13,-1.0048645943117052e-12,-3.9940208258759657e-13,0.7018430025755261
-3.8816888071890876e-13,-2.924934600079254e-13,-7.599363846533258e-13,-8.446767590930548e-13,-3.4716500507681047e-13,0.6088315473231579
-3.3710100683093103e-13,-2.5844430762145265e-13,-7.281380359769329e-13,-8.315154120808188e-13,-3.0114365862088377e-13,0.6496662341303507
-4.4309347857485193e-13,-3.801403636316536e-13,-8.498679190949154e-13,-9.806166295645014e-13,-3.898253247980321e-13,0.6895407216578038
-2.955329123782713e-13,-2.616188515824902e-13,-6.613151866396993e-13,-7.654779587973337e-13,-2.640416097571263e-13,0.6394568599588936
-2.955621858369284e-13,-2.6027097144165623e-13,-6.2641515238826e-13,-7.212598573946849e-13,-2.580654873823862e-13,0.6625928835819029
-3.806208820344992e-13,-3.0038124765319196e-13,-7.612417640689984e-13,-8.64112600917899e-13,-3.415301895459688e-13,0.6921472056612172
-3.4025516779112586e-13,-2.59242280420402e-13,-7.331687340572657e-13,-8.465866896401053e-13,-3.0177379692353234e-13,0.5839352076128831
-3.587778945463027e-13,-3.0422712959943254e-13,-6.94476594287341e-13,-7.804989293758169e-13,-3.06325060803192e-13,0.7157127605045857
-3.841499601059395e-13,-3.0327650113459725e-13,-7.333773345552519e-13,-8.216032021390873e-13,-3.21656546883875e-13,0.6499841301207181
-2.2707551984579855e-13,-1.8922884092997805e-13,-4.835866949937095e-13,-5.571758332489907e-13,-2.0605002079565615e-13,0.7361268251561989
-2.5247620834278894e-13,-2.027180506791737e-13,-5.067955603788032e-13,-5.620816312390531e-13,-2.2483295607222953e-13,0.6785841740590489
-2.450149458321782e-13,-2.089266259996947e-13,-5.090233790028265e-13,-5.868968505629013e-13,-2.165247148244731e-13,0.6575950723777441
-2.9356855488216205e-13,-2.3560320361326603e-13,-6.694111411020831e-13,-7.535552043469451e-13,-2.7113012356083654e-13,0.6579497814605488
-2.2323072210173045e-13,-2.0631933661530155e-13,-4.718287392735387e-13,-5.428556909548021e-13,-1.9448136677480132e-13,0.6483231872051036
-1.7245406491728232e-13,-1.5539826370147836e-13,-3.6385955012874227e-13,-4.2071207628779916e-13,-1.4592277039482404e-13,0.7158304621766691
-1.5612641388051962e-13,-1.4561789274392112e-13,-3.257637215536846e-13,-3.8130956725446197e-13,-1.246008504707241e-13,0.6716796648497922
-1.7599159976566803e-13,-1.567929813761637e-13,-3.599828768408031e-13,-4.111797707873066e-13,-1.3119366704117397e-13,0.6857845558431401
-1.784022148759723e-13,-1.3415830946161833e-13,-3.3111447611533507e-13,-3.710764334696748e-13,-1.5413950497922269e-13,0.6859628359384247
-2.651208245996184e-13,-2.1946160166930184e-13,-5.110942051522738e-13,-5.817932940965775e-13,-2.312442771990053e-13,0.6618595645324667
-1.8652028706267476e-13,-1.8059859163699343e-13,-3.863636841017204e-13,-4.677803283614779e-13,-1.6579576253561434e-13,0.7068804363922523
-2.263011826542094e-13,-1.9306778398231472e-13,-4.446898578536196e-13,-5.032432803808717e-13,-1.9781572213606324e-13,0.6303628653412615
-1.5538612063714652e-13,-1.5270770759023833e-13,-3.174700086150395e-13,-3.710521473410111e-13,-1.3395361209145307e-13,0.6394568599588936
-2.1897587909602834e-13,-2.0238671849526213e-13,-4.62835065412337e-13,-5.325098001440765e-13,-1.9077426270663889e-13,0.6832175342272347
-2.421791066298251e-13,-2.0535656508613442e-13,-4.687795290836405e-13,-5.268459279950122e-13,-2.0677296680426949e-13,0.6888110171226031
-2.6880255833694466e-13,-1.8321281991529048e-13,-5.429541365120638e-13,-5.951107662216515e-13,-2.4071868630348714e-13,0.7229584257857431
-2.3402373788838915e-13,-1.7243845240599853e-13,-4.789961829954059e-13,-5.323692875425223e-13,-2.148639339366598e-13,0.6782333647575172
-2.323826894801151e-13,-1.674146932195697e-13,-4.72261552780795e-13,-5.234857686220451e-13,-2.1614090725541324e-13,0.6844778170548167
-1.1998518498201882e-13,-9.643674747650266e-14,-2.321207462352426e-13,-2.5454811869440874e-13,-1.0316465563764421e-13,0.6303628653412615
-2.890166404811989e-13,-2.1110717340899754e-13,-5.931123647773262e-13,-6.54684639833647e-13,-2.701677857125384e-13,0.6371996877493906
-1.7939209145945156e-13,-1.6777725042604885e-13,-3.871772694119535e-13,-4.5041574636695003e-13,-1.690674510113066e-13,0.6088315473231579
-2.320680540096598e-13,-1.935847315781558e-13,-4.59471436592418e-13,-5.119481227833234e-13,-2.0874448003471713e-13,0.6207773763071368
-1.614830231339015e-13,-1.2380374503351277e-13,-3.4880345139987057e-13,-3.9832546983031847e-13,-1.442580863791898e-13,0.6851156514030774
-9.410376124174835e-14,-7.565129078734856e-14,-1.8636264406679537e-13,-2.0481359663815368e-13,-8.303275601806437e-14,0.7063037259870846
-2.6363351605940277e-13,-1.9432198905544595e-13,-5.829642324428619e-13,-6.757927550893328e-13,-2.475433052984144e-13,0.6716796648497922
-2.0374045332782753e-13,-1.6001609759452862e-13,-3.963170937260063e-13,-4.409719117637323e-13,-1.8141261062809555e-13,0.6687930713919736
-1.9281191226960814e-13,-1.3786541352978077e-13,-4.086015380211361e-13,-4.645468038022571e-13,-1.6783623102423206e-13,0.6085629791109392
-2.0035817623054175e-13,-1.4434460571255414e-13,-4.071794984517041e-13,-4.513438234265976e-13,-1.8635462097071898e-13,0.6718789518859638
-8.750552366043607e-14,-7.033089388652769e-14,-1.6928645985014867e-13,-1.85643167505134e-13,-7.523842660006608e-14,0.7024275670288594
-7.98445511096535e-14,-7.121213341232391e-14,-1.7119812512067512e-13,-1.9493608116594174e-13,-7.049330737196602e-14,0.6051027025057031
-8.82956902037435e-14,-8.549237706656498e-14,-1.828979676044007e-13,-2.214391864319154e-13,-7.848496158535667e-14,0.6157016153646847
-1.1131568757039023e-13,-8.387908423390655e-14,-2.1792767243566935e-13,-2.4222984729149744e-13,-9.955686448848144e-14,0.6923337598754095
-1.4071729892428664e-13,-1.1105179276160726e-13,-2.814345978485733e-13,-3.194666753358888e-13,-1.2626531764592386e-13,0.6502511146410226
-9.916720222769015e-14,-9.451814331207231e-14,-2.1615348400061407e-13,-2.4714258417546375e-13,-8.909539772616881e-14,0.6959253779151415
-8.106232698978921e-14,-6.051062428902299e-14,-1.6383725973123653e-13,-1.8096288356694856e-13,-7.364117995956043e-14,0.6782333647575172
-1.2498465803978398e-13,-9.209473461613271e-14,-2.6604933534013497e-13,-3.0698013575580774e-13,-1.1036657698859642e-13,0.6899351277951424
-1.1232963344209868e-13,-1.0042661147124932e-13,-2.3730583470493727e-13,-2.7524510448628803e-13,-1.0265898374439697e-13,0.6947833457531141
-8.679515439702357e-14,-6.401996988092407e-14,-1.7789936190837352e-13,-1.9575140119965084e-13,-8.310171127623445e-14,0.7326997990991567
-7.967107876205581e-14,-7.620640229966114e-14,-1.7111962888338716e-13,-2.0229477815103536e-13,-6.997202296743499e-14,0.6499841301207181
-9.056427482945217e-14,-6.581020450813213e-14,-1.8958142347647033e-13,-2.1976864772454974e-13,-7.969666593332647e-14,0.718009826844287
-1.3315563929250374e-13,-9.490845609416709e-14,-2.6347804146786835e-13,-2.9110047705671604e-13,-1.2394816076288784e-13,0.5916924657331587
-1.2952919986597422e-13,-1.0911410663894117e-13,-2.506107300848104e-13,-2.8158551879098326e-13,-1.1193021336175502e-13,0.6656569396353785
-8.115643573836095e-14,-7.023201464839701e-14,-1.623128714767219e-13,-1.8260219725174665e-13,-7.335299902211379e-14,0.6497205326239432
-1.0767732191996338e-13,-8.481930435788598e-14,-2.388150441290371e-13,-2.68290598071097e-13,-1.0106021922084985e-13,0.6905690939072906
-7.62465177800431e-14,-5.9013557929255e-14,-1.5614853160483833e-13,-1.7494859727573697e-13,-6.684626810415928e-14,0.7059635424416199
-9.392421736198475e-14,-8.136200047026421e-14,-1.854558173697285e-13,-2.0818936852240455e-13,-8.255765862608122e-14,0.641000176119235
-1.1693684215385858e-13,-8.619320535085961e-14,-2.5857874869084085e-13,-2.9975327775488836e-13,-1.097999729332555e-13,0.6388961699295745
-6.50644902538966e-14,-5.711750517001235e-14,-1.3708261956124623e-13,-1.6191561980072322e-13,-5.513102994958441e-14,0.6118652280495851
-1.309822476175393e-13,-9.390058175462457e-14,-2.7153409729030464e-13,-3.0502683712185785e-13,-1.2619744658992627e-13,0.6485330264750535
-7.597329883257675e-14,-6.04793992664554e-14,-1.6144334133438853e-13,-1.834348645202155e-13,-6.797600676788917e-14,0.6885082550302936
-9.413585362605392e-14,-7.338574192772285e-14,-1.75619067899202e-13,-1.9940646356353398e-13,-7.591583611743502e-14,0.6483231872051036
-3.2628413859647765e-14,-2.8163235632483463e-14,-6.731767920875598e-14,-7.69349861595714e-14,-2.6789768320378826e-14,0.6857845558431401
-7.782251405796803e-14,-6.18706474941888e-14,-1.6869622018744757e-13,-1.9673151996357774e-13,-7.588916474399188e-14,0.6247802506607817
-7.520980366271246e-14,-5.541747616355508e-14,-1.5393806021557488e-13,-1.7109057226516455e-13,-6.905218584429829e-14,0.6979320780740701
-7.407941447767907e-14,-6.132074015230415e-14,-1.4280894175544567e-13,-1.6256267165726257e-13,-6.461389583101163e-14,0.6507174188880271
-6.428429837057603e-14,-4.682365606356598e-14,-1.2817177874602237e-13,-1.4007545123817522e-13,-5.833202844363061e-14,0.6557771994015
-4.82803901025175e-14,-4.2337661154689954e-14,-1.0138851563867846e-13,-1.18101708967977e-13,-4.1966647171265414e-14,0.6829306534447946
-2.7419039261289413e-14,-2.0790660859582033e-14,-5.031869018679025e-14,-5.6043711338382707e-14,-2.2296834517598896e-14,0.7024275670288594
-6.624366853669184e-14,-5.413031134438029e-14,-1.3059475376109297e-13,-1.4990092500610785e-13,-5.905150500529199e-14,0.6871843467679406
-5.18929517412392e-14,-4.032364719908088e-14,-1.0477729794899915e-13,-1.1304152058855266e-13,-4.693511204689749e-14,0.6702508645427436
-3.6144481505018256e-14,-3.227106082359654e-14,-7.358003095703225e-14,-8.681076690830736e-14,-3.033554310527542e-14,0.671219315994397
-4.413440099493293e-14,-3.326505737533125e-14,-8.761004074986367e-14,-9.749145934989656e-14,-3.952328915535208e-14,0.7165187477942211
-5.428513541461122e-14,-4.906491879452801e-14,-1.0787421303448674e-13,-1.200532728784509e-13,-4.802148262372796e-14,0.6517710809445023
-7.79740855216815e-14,-5.569503191971137e-14,-1.5928968213896333e-13,-1.7525564333098487e-13,-7.203309129732993e-14,0.6502511146410226
-5.944181778738677e-14,-4.412269161147009e-14,-1.2194802459508658e-13,-1.3573517310128125e-13,-5.484588477822072e-14,0.6856548460315989
-3.9920107150481776e-14,-3.818473315320148e-14,-8.574174356623665e-14,-1.0136336214827679e-13,-3.506027933253275e-14,0.6859628359384247
-5.0512762375665154e-14,-3.90954629780893e-14,-1.0344763240466293e-13,-1.159020796004384e-13,-4.4285321937342914e-14,0.707135166246398
-5.784608902992261e-14,-4.559373711909842e-14,-1.1227303808869493e-13,-1.2566510332323588e-13,-5.1292086897247735e-14,0.6871843467679406
-3.9127338521960375e-14,-3.208371068819105e-14,-7.851531924618627e-14,-8.686280861258666e-14,-3.651874809496025e-14,0.7000266339475095
-4.1541639919651097e-14,-3.821769289924504e-14,-8.779131935310325e-14,-1.021925599697937e-13,-3.8772153890254124e-14,0.6538080110485791
-3.607552624684818e-14,-2.968458812091512e-14,-7.112019306809714e-14,-8.03974942176211e-14,-3.298338165091952e-14,0.6538971139536939
-2.6916836814994127e-14,-2.4001634013615103e-14,-5.517938536647726e-14,-6.48248815737773e-14,-2.355234063333711e-14,0.618524864746739
-4.918244631002544e-14,-3.544387006115812e-14,-1.0138721459607147e-13,-1.1237712149725354e-13,-4.533569700204687e-14,0.6832175342272347
-3.1051767060419344e-14,-2.6478819137309983e-14,-6.451046294375651e-14,-7.437973847945756e-14,-2.7441156985608117e-14,0.7361268251561989
-2.6462989785591695e-14,-2.4407559306993676e-14,-5.4724454134902345e-14,-6.345965419818356e-14,-2.2866040658153786e-14,0.7018430025755261
-2.0056872829243844e-14,-1.849909114781667e-14,-4.1476804629736463e-14,-4.8096943094932953e-14,-1.733075488674629e-14,0.6856548460315989
-2.5205965786812e-14,-1.9774112902659624e-14,-5.323692875425223e-14,-6.171105293439894e-14,-2.2598459561984363e-14,0.6832175342272347
-1.7508564043033914e-14,-1.6535384173010925e-14,-3.754592123317302e-14,-4.416085552794158e-14,-1.4979554055494226e-14,0.6099003148938795
-1.717744869955684e-14,-1.482668154917377e-14,-3.543953325246818e-14,-4.050232371710649e-14,-1.4103518700125939e-14,0.6551093995962478
-3.474390913860148e-14,-2.6999236180103026e-14,-7.015178368763308e-14,-7.568425053339212e-14,-3.1424298926885363e-14,0.6507174188880271
-2.0557991073366644e-14,-1.6835491334354913e-14,-4.2086993612411305e-14,-4.6618958693400714e-14,-1.958676276725413e-14,0.6465065906411049
-3.153467070804439e-14,-2.499736528882579e-14,-6.864561002961622e-14,-8.03749428124334e-14,-2.922727164456074e-14,0.6856548460315989
-2.8995469220083336e-14,-2.2603446891977796e-14,-5.409344847051578e-14,-6.141961939043483e-14,-2.3383421934863868e-14,0.6297866328037073
-1.6518904299989146e-14,-1.4530043834781736e-14,-3.441431167816589e-14,-4.022650268442618e-14,-1.3918553809499912e-14,0.6604692473966817
-4.0689890692946484e-14,-3.4736102882959585e-14,-7.939482404850651e-14,-9.031143888282855e-14,-3.810970636286548e-14,0.6658617246659327
-3.0353974542207673e-14,-2.382469221906547e-14,-6.635490767958885e-14,-7.74727504371242e-14,-2.841260213215513e-14,0.6473491404224992
-3.5083264418589444e-14,-2.4038063206610616e-14,-7.049135580805554e-14,-7.82880704708333e-14,-3.2647062137014515e-14,0.7063037259870846
-1.3773921239690345e-14,-1.1678158440275865e-14,-2.844599555906768e-14,-3.3535674237583635e-14,-1.1528104859603872e-14,0.6508558255682432
-2.151642579384383e-14,-1.7267437479873138e-14,-4.906275039018304e-14,-5.5230126028149584e-14,-1.9871907938617817e-14,0.6538080110485791
-2.2687580980562672e-14,-2.0214732665557733e-14,-4.7701859823279236e-14,-5.511910372568707e-14,-1.948788352912345e-14,0.6695912085456964
-1.9660271674548646e-14,-1.4845763507409515e-14,-3.878538115675845e-14,-4.293093658347402e-14,-1.7520273426496757e-14,0.6850780678870225
-1.4598782252517317e-14,-1.107794411758789e-14,-2.971537946261371e-14,-3.302913498259841e-14,-1.3770451792738392e-14,0.7019687583388419
-2.0585529808547776e-14,-1.7454787615278633e-14,-3.984659824318726e-14,-4.4781886532341275e-14,-1.7576001418162512e-14,0.6885082550302936
-1.0684378728975652e-14,-9.221789998292707e-15,-2.2043564890106282e-14,-2.519338904161117e-14,-8.772496618014713e-15,0.6859628359384247
-2.7735843136089677e-14,-2.1860985244259723e-14,-5.383193890651228e-14,-6.025388521457842e-14,-2.459339155935769e-14,0.672266812756304
-1.4576664528198613e-14,-1.3036446921965705e-14,-3.176061844079037e-14,-3.733124920302089e-14,-1.3510026430907374e-14,0.6775515323554078
-1.8486948083484833e-14,-1.5780779460961014e-14,-3.8552060849239567e-14,-4.486515325918816e-14,-1.7134297453091918e-14,0.713252535132062
-2.5680846338360652e-14,-2.1975476993674192e-14,-5.0850816613046135e-14,-5.6343818499726694e-14,-2.3764410578275275e-14,0.6932361980153198
-1.688644883646173e-14,-1.5844964229572156e-14,-3.5962118699606194e-14,-4.1799896877137144e-14,-1.4489060992661784e-14,0.6805088605413308
-1.7977589902851143e-14,-1.4306264506380728e-14,-3.696782463480375e-14,-4.0766001685454967e-14,-1.7091363047061492e-14,0.648409986961939
-1.1551740466964056e-14,-9.06219543850284e-15,-2.4398018327875803e-14,-2.8281196828849886e-14,-1.0356732832450533e-14,0.7000266339475095
-1.5289419036390584e-14,-1.1714587633271378e-14,-3.276328860990496e-14,-3.7230635241414234e-14,-1.3502437015699975e-14,0.7158304621766691
-8.690097252905815e-15,-7.759418108044258e-15,-1.7690276327142485e-14,-2.0872192862952943e-14,-7.293428014309988e-15,0.6157016153646847
-2.203619231533338e-14,-1.8905016441195244e-14,-4.226610381130591e-14,-4.876828108013598e-14,-1.93870527270823e-14,0.648409986961939
-1.6554032450377676e-14,-1.4124118541403163e-14,-3.283831540024096e-14,-3.742665899419961e-14,-1.4754690524920733e-14,0.6956631114690687
-1.6491799245677008e-14,-1.3983605939849042e-14,-3.19228150857942e-14,-3.5877550930152324e-14,-1.4080750454503743e-14,0.7085983468636831
-2.227861992110114e-14,-1.5928230956419043e-14,-4.4960563050366886e-14,-5.000166947155549e-14,-2.0665760769311703e-14,0.6517577601401182
-1.0528687297006734e-14,-8.35616298378028e-15,-2.3146415339958537e-14,-2.6489227478165844e-14,-9.526017127892139e-15,0.7157127605045857
-1.779457657613559e-14,-1.320818454608741e-14,-3.650638819019392e-14,-4.063416270128073e-14,-1.6418724019251485e-14,0.6829306534447946
-1.9256514785515044e-14,-1.732121390762842e-14,-3.880316207238721e-14,-4.48998477287077e-14,-1.732121390762842e-14,0.6932361980153198
-8.139105708848682e-15,-6.510417205340957e-15,-1.5692308563686197e-14,-1.7579687705548963e-14,-7.097187421090112e-15,0.7326997990991567
-1.2120296086215454e-14,-8.828007769245971e-15,-2.416556538209491e-14,-2.640943019827091e-14,-1.099792999725846e-14,0.7085983468636831
-1.205177450891437e-14,-8.264222639553509e-15,-2.3690251149677266e-14,-2.568778523226456e-14,-1.0536710393083126e-14,0.6687930713919736
-1.5433617925331156e-14,-1.1216721995666035e-14,-3.1106194009478116e-14,-3.43683415060525e-14,-1.4160764574833173e-14,0.6099003148938795
-1.8191394571265285e-14,-1.3287981825982342e-14,-3.733168288388988e-14,-4.1206621448353076e-14,-1.700484371369715e-14,0.6803762125272016
-8.688145688995341e-15,-6.815728537112875e-15,-1.8349904928882665e-14,-2.127117926242761e-14,-7.789342088004858e-15,0.7170866713763916
-1.0443902687118367e-14,-8.24167123436581e-15,-2.0887805374236734e-14,-2.3710200469651e-14,-9.371193057661209e-15,0.7060133942678716
-1.2821124370510084e-14,-1.0704978570252877e-14,-2.589855413459574e-14,-2.891090145062947e-14,-1.1346609415929798e-14,0.6775515323554078
-1.0193451985274216e-14,-7.424616477180734e-15,-2.0323586563675278e-14,-2.2211399386407038e-14,-9.249545573908335e-15,0.6535589814124487
-7.045145716810808e-15,-5.401928904191777e-15,-1.521786169300654e-14,-1.7378459782335653e-14,-6.293793611278353e-15,0.6297866328037073
-1.3019750208509429e-14,-9.80118763926896e-15,-2.7756442977366902e-14,-3.0546745688475596e-14,-1.2304393615103493e-14,0.7170866713763916
-1.0348926576808637e-14,-8.775966064966667e-15,-2.0032153019711174e-14,-2.2513241271227002e-14,-8.836030865322364e-15,0.7104174201519545
-1.0865657332215228e-14,-8.578207588705311e-15,-2.0743389644861665e-14,-2.3238355684185308e-14,-9.097974110194862e-15,0.7010591637401362
-1.2845627339608257e-14,-1.0760489721484134e-14,-2.5422372540440108e-14,-2.8449465006019636e-14,-1.1298687679905939e-14,0.6551093995962478
-9.075205864572666e-15,-6.7394007041698956e-15,-1.9477041507398596e-14,-2.223742023854669e-14,-8.278967789099312e-15,0.6499841301207181
-9.623378482981337e-15,-8.083811398051921e-15,-1.8311741012411176e-14,-2.0676169110167564e-14,-8.02851708725516e-15,0.7170866713763916
-7.87672878310719e-15,-6.1374516580059435e-15,-1.7203252711261996e-14,-1.9763704561803763e-14,-7.200186627476235e-15,0.6508558255682432
